feature name,description,unit,feature category,feature type,dataset name short,reflecting period,citation,data source,data source local
feat_topo_amatulli_geomhollow50kmperc,proportion of this landform type within the aggregation window.,% * 100,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.113",https://doi.pangaea.de/10.1594/PANGAEA.867188,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_perc_geomhollow_50KMperc_GMTEDmd.tif
feat_topo_amatulli_geomhollow5kmperc,proportion of this landform type within the aggregation window.,% * 100,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.114",https://doi.pangaea.de/10.1594/PANGAEA.867189,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_perc_geomhollow_5KMperc_GMTEDmd.tif
feat_topo_amatulli_geompeak100kmperc,proportion of this landform type within the aggregation window.,% * 100,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.115",https://doi.pangaea.de/10.1594/PANGAEA.867190,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_perc_geompeak_100KMperc_GMTEDmd.tif
feat_topo_amatulli_geompeak10kmperc,proportion of this landform type within the aggregation window.,% * 100,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.116",https://doi.pangaea.de/10.1594/PANGAEA.867191,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_perc_geompeak_10KMperc_GMTEDmd.tif
feat_topo_amatulli_geompeakperc,proportion of this landform type within the aggregation window.,% * 100,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.117",https://doi.pangaea.de/10.1594/PANGAEA.867192,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_perc_geompeak_1KMperc_GMTEDmd.tif
feat_topo_amatulli_geompeak50kmperc,proportion of this landform type within the aggregation window.,% * 100,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.118",https://doi.pangaea.de/10.1594/PANGAEA.867193,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_perc_geompeak_50KMperc_GMTEDmd.tif
feat_topo_amatulli_geompeak5kmperc,proportion of this landform type within the aggregation window.,% * 100,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.119",https://doi.pangaea.de/10.1594/PANGAEA.867194,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_perc_geompeak_5KMperc_GMTEDmd.tif
feat_topo_amatulli_geompit100kmperc,proportion of this landform type within the aggregation window.,% * 100,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.120",https://doi.pangaea.de/10.1594/PANGAEA.867195,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_perc_geompit_100KMperc_GMTEDmd.tif
feat_topo_amatulli_geompit10kmperc,proportion of this landform type within the aggregation window.,% * 100,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.121",https://doi.pangaea.de/10.1594/PANGAEA.867196,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_perc_geompit_10KMperc_GMTEDmd.tif
feat_topo_amatulli_geompitperc,proportion of this landform type within the aggregation window.,% * 100,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.122",https://doi.pangaea.de/10.1594/PANGAEA.867197,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_perc_geompit_1KMperc_GMTEDmd.tif
feat_topo_amatulli_geompit50kmperc,proportion of this landform type within the aggregation window.,% * 100,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.123",https://doi.pangaea.de/10.1594/PANGAEA.867198,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_perc_geompit_50KMperc_GMTEDmd.tif
feat_topo_amatulli_geompit5kmperc,proportion of this landform type within the aggregation window.,% * 100,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.124",https://doi.pangaea.de/10.1594/PANGAEA.867199,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_perc_geompit_5KMperc_GMTEDmd.tif
feat_topo_amatulli_geomridge100kmperc,proportion of this landform type within the aggregation window.,% * 100,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.125",https://doi.pangaea.de/10.1594/PANGAEA.867200,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_perc_geomridge_100KMperc_GMTEDmd.tif
feat_topo_amatulli_geomridge10kmperc,proportion of this landform type within the aggregation window.,% * 100,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.126",https://doi.pangaea.de/10.1594/PANGAEA.867201,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_perc_geomridge_10KMperc_GMTEDmd.tif
feat_topo_amatulli_geomridgeperc,proportion of this landform type within the aggregation window.,% * 100,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.127",https://doi.pangaea.de/10.1594/PANGAEA.867202,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_perc_geomridge_1KMperc_GMTEDmd.tif
feat_topo_amatulli_geomridge50kmperc,proportion of this landform type within the aggregation window.,% * 100,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.128",https://doi.pangaea.de/10.1594/PANGAEA.867203,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_perc_geomridge_50KMperc_GMTEDmd.tif
feat_topo_amatulli_geomridge5kmperc,proportion of this landform type within the aggregation window.,% * 100,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.129",https://doi.pangaea.de/10.1594/PANGAEA.867204,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_perc_geomridge_5KMperc_GMTEDmd.tif
feat_topo_amatulli_geomshoulder100kmperc,proportion of this landform type within the aggregation window.,% * 100,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.130",https://doi.pangaea.de/10.1594/PANGAEA.867205,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_perc_geomshoulder_100KMperc_GMTEDmd.tif
feat_topo_amatulli_geomshoulder10kmperc,proportion of this landform type within the aggregation window.,% * 100,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.131",https://doi.pangaea.de/10.1594/PANGAEA.867206,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_perc_geomshoulder_10KMperc_GMTEDmd.tif
feat_topo_amatulli_geomshoulderperc,proportion of this landform type within the aggregation window.,% * 100,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.132",https://doi.pangaea.de/10.1594/PANGAEA.867207,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_perc_geomshoulder_1KMperc_GMTEDmd.tif
feat_topo_amatulli_geomshoulder50kmperc,proportion of this landform type within the aggregation window.,% * 100,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.133",https://doi.pangaea.de/10.1594/PANGAEA.867208,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_perc_geomshoulder_50KMperc_GMTEDmd.tif
feat_topo_amatulli_geomshoulder5kmperc,proportion of this landform type within the aggregation window.,% * 100,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.134",https://doi.pangaea.de/10.1594/PANGAEA.867209,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_perc_geomshoulder_5KMperc_GMTEDmd.tif
feat_topo_amatulli_geomslope100kmperc,proportion of this landform type within the aggregation window.,% * 100,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.135",https://doi.pangaea.de/10.1594/PANGAEA.867210,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_perc_geomslope_100KMperc_GMTEDmd.tif
feat_topo_amatulli_geomslope10kmperc,proportion of this landform type within the aggregation window.,% * 100,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.136",https://doi.pangaea.de/10.1594/PANGAEA.867211,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_perc_geomslope_10KMperc_GMTEDmd.tif
feat_topo_amatulli_geomslopeperc,proportion of this landform type within the aggregation window.,% * 100,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.137",https://doi.pangaea.de/10.1594/PANGAEA.867212,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_perc_geomslope_1KMperc_GMTEDmd.tif
feat_topo_amatulli_geomslope50kmperc,proportion of this landform type within the aggregation window.,% * 100,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.138",https://doi.pangaea.de/10.1594/PANGAEA.867213,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_perc_geomslope_50KMperc_GMTEDmd.tif
feat_topo_amatulli_geomslope5kmperc,proportion of this landform type within the aggregation window.,% * 100,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.139",https://doi.pangaea.de/10.1594/PANGAEA.867214,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_perc_geomslope_5KMperc_GMTEDmd.tif
feat_topo_amatulli_geomspur100kmperc,proportion of this landform type within the aggregation window.,% * 100,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.140",https://doi.pangaea.de/10.1594/PANGAEA.867215,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_perc_geomspur_100KMperc_GMTEDmd.tif
feat_topo_amatulli_geomspur10kmperc,proportion of this landform type within the aggregation window.,% * 100,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.141",https://doi.pangaea.de/10.1594/PANGAEA.867216,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_perc_geomspur_10KMperc_GMTEDmd.tif
feat_topo_amatulli_geomspurperc,proportion of this landform type within the aggregation window.,% * 100,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.142",https://doi.pangaea.de/10.1594/PANGAEA.867217,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_perc_geomspur_1KMperc_GMTEDmd.tif
feat_topo_amatulli_geomspur50kmperc,proportion of this landform type within the aggregation window.,% * 100,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.143",https://doi.pangaea.de/10.1594/PANGAEA.867218,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_perc_geomspur_50KMperc_GMTEDmd.tif
feat_topo_amatulli_geomspur5kmperc,proportion of this landform type within the aggregation window.,% * 100,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.144",https://doi.pangaea.de/10.1594/PANGAEA.867219,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_perc_geomspur_5KMperc_GMTEDmd.tif
feat_topo_amatulli_geomvalley100kmperc,proportion of this landform type within the aggregation window.,% * 100,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.145",https://doi.pangaea.de/10.1594/PANGAEA.867220,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_perc_geomvalley_100KMperc_GMTEDmd.tif
feat_topo_amatulli_geomvalley10kmperc,proportion of this landform type within the aggregation window.,% * 100,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.146",https://doi.pangaea.de/10.1594/PANGAEA.867221,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_perc_geomvalley_10KMperc_GMTEDmd.tif
feat_topo_amatulli_geomvalleyperc,proportion of this landform type within the aggregation window.,% * 100,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.147",https://doi.pangaea.de/10.1594/PANGAEA.867222,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_perc_geomvalley_1KMperc_GMTEDmd.tif
feat_topo_amatulli_geomvalley50kmperc,proportion of this landform type within the aggregation window.,% * 100,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.148",https://doi.pangaea.de/10.1594/PANGAEA.867223,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_perc_geomvalley_50KMperc_GMTEDmd.tif
feat_topo_amatulli_geomvalley5kmperc,proportion of this landform type within the aggregation window.,% * 100,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.149",https://doi.pangaea.de/10.1594/PANGAEA.867224,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_perc_geomvalley_5KMperc_GMTEDmd.tif
feat_topo_amatulli_roughness100kmmd,roughness roughness 100KMmd,-,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.150",https://doi.pangaea.de/10.1594/PANGAEA.867225,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_roughness_roughness_100KMmd_GMTEDmd.tif
feat_topo_amatulli_roughness10kmmd,roughness roughness 10KMmd,-,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.151",https://doi.pangaea.de/10.1594/PANGAEA.867226,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_roughness_roughness_10KMmd_GMTEDmd.tif
feat_topo_amatulli_roughnessmd,roughness roughness 1KMmd,-,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.152",https://doi.pangaea.de/10.1594/PANGAEA.867227,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_roughness_roughness_1KMmd_GMTEDmd.tif
feat_topo_amatulli_roughness50kmmd,roughness roughness 50KMmd,-,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.153",https://doi.pangaea.de/10.1594/PANGAEA.867228,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_roughness_roughness_50KMmd_GMTEDmd.tif
feat_topo_amatulli_roughness5kmmd,roughness roughness 5KMmd,-,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.154",https://doi.pangaea.de/10.1594/PANGAEA.867229,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_roughness_roughness_5KMmd_GMTEDmd.tif
feat_topo_amatulli_geom100kmsha,Shannon Index: A diversity index based on the proportion of grid cells covered by the landform types within the aggregation window. Higher values indicate more landform types and/or types having more similar proportions within an aggregation window.,-,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.155",https://doi.pangaea.de/10.1594/PANGAEA.867230,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_shannon_geom_100KMsha_GMTEDmd.tif
feat_topo_amatulli_geom10kmsha,Shannon Index: A diversity index based on the proportion of grid cells covered by the landform types within the aggregation window. Higher values indicate more landform types and/or types having more similar proportions within an aggregation window.,-,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.156",https://doi.pangaea.de/10.1594/PANGAEA.867231,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_shannon_geom_10KMsha_GMTEDmd.tif
feat_topo_amatulli_geomsha,Shannon Index: A diversity index based on the proportion of grid cells covered by the landform types within the aggregation window. Higher values indicate more landform types and/or types having more similar proportions within an aggregation window.,-,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.157",https://doi.pangaea.de/10.1594/PANGAEA.867232,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_shannon_geom_1KMsha_GMTEDmd.tif
feat_topo_amatulli_geom50kmsha,Shannon Index: A diversity index based on the proportion of grid cells covered by the landform types within the aggregation window. Higher values indicate more landform types and/or types having more similar proportions within an aggregation window.,-,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.158",https://doi.pangaea.de/10.1594/PANGAEA.867233,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_shannon_geom_50KMsha_GMTEDmd.tif
feat_topo_amatulli_geom5kmsha,Shannon Index: A diversity index based on the proportion of grid cells covered by the landform types within the aggregation window. Higher values indicate more landform types and/or types having more similar proportions within an aggregation window.,-,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.159",https://doi.pangaea.de/10.1594/PANGAEA.867234,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_shannon_geom_5KMsha_GMTEDmd.tif
feat_topo_amatulli_slope100kmmd,Slope,°,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.160",https://doi.pangaea.de/10.1594/PANGAEA.867235,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_slope_slope_100KMmd_GMTEDmd.tif
feat_topo_amatulli_slope10kmmd,Slope,°,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.161",https://doi.pangaea.de/10.1594/PANGAEA.867236,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_slope_slope_10KMmd_GMTEDmd.tif
feat_topo_amatulli_slopemd,Slope,°,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.162",https://doi.pangaea.de/10.1594/PANGAEA.867237,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_slope_slope_1KMmd_GMTEDmd.tif
feat_topo_amatulli_slope50kmmd,Slope,°,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.163",https://doi.pangaea.de/10.1594/PANGAEA.867238,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_slope_slope_50KMmd_GMTEDmd.tif
feat_topo_amatulli_slope5kmmd,Slope,°,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.164",https://doi.pangaea.de/10.1594/PANGAEA.867239,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_slope_slope_5KMmd_GMTEDmd.tif
feat_topo_amatulli_tcurv100kmmd,"Tangential curvature. The tangential curvature measures the change rate perpendicular to the slope gradient and is related to the convergence and divergence of flow across a surface. where positive and negative values indicate convex and concave surfaces, respectively. Concave curvature promotes soil deposition while convex promotes soil erosion.",rad/m,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.165",https://doi.pangaea.de/10.1594/PANGAEA.867240,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_tcurv_tcurv_100KMmd_GMTEDmd.tif
feat_topo_amatulli_tcurv10kmmd,"Tangential curvature. The tangential curvature measures the change rate perpendicular to the slope gradient and is related to the convergence and divergence of flow across a surface. where positive and negative values indicate convex and concave surfaces, respectively. Concave curvature promotes soil deposition while convex promotes soil erosion.",rad/m,topo,numerical,Amatulli,-,"Amatulli, G et al. (2018): A suite of global, cross-scale topographic variables for environmental and biodiversity modeling. Scientific Data, 5, 180040, https://doi.org/10.1038/sdata.2018.166",https://doi.pangaea.de/10.1594/PANGAEA.867241,J:/NUTZER/Noelscher.M/Studierende/Daten/topographic_indices/global/time_invariant/gridded/amatulli_publication/data/GMTED_tcurv_tcurv_10KMmd_GMTEDmd.tif
